	word	quideword	cerf	pos
14194	put down sb/sth or put sb/sth down		B1	phrasal verb
14195	put off sth/doing sth or put sth off		B1	phrasal verb
14196	put out sth or put sth out		B1	phrasal verb
14197	put up sth or put sth up	RAISE	B1	phrasal verb
14198	put up sth or put sth up	SPREAD	B1	phrasal verb
14199	show sb around		B1	phrasal verb
14200	run away		B2	phrasal verb
14201	run into sb		B2	phrasal verb
14202	see to sth/sb 		B2	phrasal verb
14203	set up sth or set sth up	EVENT/ACTIVITY	B2	phrasal verb
14204	settle down	FEEL COMFORTABLE	B2	phrasal verb
14205	plunge sth into sth		C2	phrasal verb
14206	plunge into sth		C2	phrasal verb
14207	run around		C2	phrasal verb
14208	seal off sth or seal sth off		C2	phrasal verb
14209	send sth out or send out sth		C2	phrasal verb
14210	pay attention (to sth)		B1	phrase
14211	pull sth off/out/up		B1	phrase
14212	get rid of sth		B1	phrase
14213	pay sb/sth a visit or pay a visit to sb/sth		B2	phrase
14214	pitch a tent		B2	phrase
14215	take sb's place		B2	phrase
14216	place sth in/on, etc.		B2	phrase
14217	pull yourself along/up, etc.		B2	phrase
14218	push yourself		B2	phrase
14219	can/can't/could, etc. reach (sth)		B2	phrase
14220	rest your eyes/feet/legs, etc.		B2	phrase
14221	return to sth		B2	phrase
14222	roll (sth) across/around/over, etc.		B2	phrase
14223	set an example		B2	phrase
14224	put something into practice		C1	phrase
14225	peer at/into/through, etc.		C2	phrase
14226	run sth along/over/through, etc. sth		C2	phrase
14227	scramble down/out/up, etc.		C2	phrase
14228	set sth down/on, etc.		C2	phrase
14229	shoot across/out/up, etc.		C2	phrase
14230	put on sth or put sth on	WEIGHT	B1	phrasal verb
14231	(be) in your seventies/70s		B2	phrase
14232	pour sth out or pour out sth		B2	phrasal verb
14233	put off sb or put sb off (sb/sth/doing sth)		B2	phrasal verb
14234	put up with sth/sb 		B2	phrasal verb
14235	rely on sb/sth 	TRUST	B2	phrasal verb
14236	settle in		C1	phrasal verb
14237	a shame		A2	phrase
14238	would rather		B1	phrase
14239	seem happy/a nice person, etc. 		B1	phrase
14240	a sense of humor		B1	phrase
14241	play a joke/trick on sb		B2	phrase
14242	be too proud (to do sth)		B2	phrase
14243	go red		B2	phrase
14244	take a risk		B2	phrase
14245	sb's strong point		C1	phrase
14246	the right		C2	phrase
14247	relate to sb		C1	phrasal verb
14248	sell out		B2	phrasal verb
14249	for sale		A2	phrase
14250	in first/second/third, etc. place		B1	phrase
14251	on sale		B1	phrase
14252	sales		B2	phrase
14253	scroll up/down/through, etc.		C2	phrase
14254	set off		B1	phrasal verb
14255	set out	TRIP	B1	phrasal verb
14256	set sail		C2	phrase
14257	set sail		C2	phrase
14258	retrace your steps		C2	phrase
14259	personal hygiene		C1	phrase
14260	reliance on sb/sth		C2	phrase
14261	be reliant on sb/sth		C2	phrase
14262	be prepared to do sth 		B2	phrase
14263	be satisfied that		C1	phrase
14264	make your presence felt		C2	phrase
14265	presence of mind		C2	phrase
14266	as much/quickly/soon, etc. as possible		A2	phrase
14267	whenever possible		B2	phrase
14268	wherever possible		B2	phrase
14269	the best/cheapest/worst, etc. possible		C1	phrase
14270	running water		C1	phrase
14271	the ratings		C2	phrase
14272	second/third, etc., day/week, etc., running		C2	phrase
14273	preparations		B2	phrase
14274	in relation to sth		B2	phrase
14275	in relation to sth		B2	phrase
14276	be in a position to do sth		C1	phrase
14277	be in position		C1	phrase
14278	put sb in a difficult position		C1	phrase
14279	a reflection of sth		C1	phrase
14280	be a revelation		C2	phrase
14281	the reality/realities of sth		B2	phrase
14282	become a reality		B2	phrase
14283	be a rarity		C1	phrase
14284	in all probability		C2	phrase
14285	prospective buyers/employers/parents, etc.		C1	phrase
14286	regardless of		C1	phrase
14287	reasonably priced		B1	phrase
14288	shortly afterward; shortly after/before sth		B1	phrase
14289	take sth personally		C1	phrase
14290	put on sth or put sth on	CLOTHES	A2	phrasal verb
14291	put down sth or put sth down		B1	phrasal verb
14292	put sb through		B1	phrasal verb
14293	remind sb of sth/sb 		B1	phrasal verb
14294	run out	USE ALL	B1	phrasal verb
14295	send sth back or send back sth		B1	phrasal verb
14296	set up sth or set sth up	ORGANIZATION	B1	phrasal verb
14297	show up		B1	phrasal verb
14298	pay off		B2	phrasal verb
14299	pile up		B2	phrasal verb
14300	plug sth in		B2	phrasal verb
14301	pull down sth or pull sth down		B2	phrasal verb
14302	pull in/into sth		B2	phrasal verb
14303	pull out		B2	phrasal verb
14304	pull over		B2	phrasal verb
14305	pull up		B2	phrasal verb
14306	put sth together or put together sth	JOIN PARTS	B2	phrasal verb
14307	put up sth or put sth up	BUILD	B2	phrasal verb
14308	put up sb or put sb up 		B2	phrasal verb
14309	rely on sb/sth 	NEED	B2	phrasal verb
14310	result in sth 		B2	phrasal verb
14311	run into sth		B2	phrasal verb
14312	run out	ALL USED	B2	phrasal verb
14313	run over sb/sth or run sb/sth over		B2	phrasal verb
14314	see off sb or see sb off		B2	phrasal verb
14315	see through sb/sth		B2	phrasal verb
14316	send off sth or send sth off		B2	phrasal verb
14317	show off		B2	phrasal verb
14318	put sth together or put together sth	PREPARE	C1	phrasal verb
14319	relate to sb/sth		C1	phrasal verb
14320	run on sth		C1	phrasal verb
14321	rush into sth		C1	phrasal verb
14322	scare sb/sth away/off or scare away/off sb/sth		C1	phrasal verb
14323	scare sb away/off or scare away/off sb		C1	phrasal verb
14324	set back sb/sth or set sb/sth back		C1	phrasal verb
14325	settle down	MAKE HOME	C1	phrasal verb
14326	shake up sth or shake sth up		C1	phrasal verb
14327	pose as sb		C2	phrasal verb
14328	provide for sth	MAKE PLANS	C2	phrasal verb
14329	put sth aside	PROBLEM	C2	phrasal verb
14330	reconcile yourself to sth		C2	phrasal verb
14331	reduce sb to sth/doing sth		C2	phrasal verb
14332	reduce sth to sth		C2	phrasal verb
14333	relieve sb of sth		C2	phrasal verb
14334	resign yourself to sth		C2	phrasal verb
14335	resort to sth/doing sth		C2	phrasal verb
14336	revert to sth/doing sth		C2	phrasal verb
14337	run through sth		C2	phrasal verb
14338	run up against sth		C2	phrasal verb
14339	saddle sb with sth		C2	phrasal verb
14340	send for sb		C2	phrasal verb
14341	set off sth or set sth off		C2	phrasal verb
14342	set out	AIM	C2	phrasal verb
14343	settle (sb) down		C2	phrasal verb
14344	shake up sb or shake sb up		C2	phrasal verb
14345	the present		A1	phrase
14346	plan to do sth		A2	phrase
14347	remember to do sth 		A2	phrase
14348	the rest		A2	phrase
14349	on sale		A2	phrase
14350	the same		A2	phrase
14351	sell for/at sth		A2	phrase
14352	take place		B1	phrase
14353	the present		B1	phrase
14354	on purpose		B1	phrase
14355	quite a while		B1	phrase
14356	rather than		B1	phrase
14357	remain calm/open, etc. 		B1	phrase
14358	right away/now/after		B1	phrase
14359	at the same time		B1	phrase
14360	the same		B1	phrase
14361	seem like/as if/to, etc.		B1	phrase
14362	set the table		B1	phrase
14363	shake hands		B1	phrase
14364	in place of sth		B2	phrase
14365	in the first place		B2	phrase
14366	all over the place		B2	phrase
14367	play a part in sth		B2	phrase
14368	be at/on the point of doing sth		B2	phrase
14369	up to a point		B2	phrase
14370	be poor in sth		B2	phrase
14371	pour into/out/from, etc.		B2	phrase
14372	be out of practice		B2	phrase
14373	in practice		B2	phrase
14374	to be precise		B2	phrase
14375	in private		B2	phrase
14376	promise to be sth		B2	phrase
14377	propose to do sth		B2	phrase
14378	sb's prospects		B2	phrase
14379	in public		B2	phrase
14380	not quite		B2	phrase
14381	range from sth to sth/between sth and sth		B2	phrase
14382	for real		B2	phrase
14383	remain a secret/mystery, etc.		B2	phrase
14384	in some/many respects		B2	phrase
14385	in return		B2	phrase
14386	get rid of sth		B2	phrase
14387	at risk		B2	phrase
14388	roll down/in/off, etc.		B2	phrase
14389	rush to do sth		B2	phrase
14390	for the sake of sb/sth; for sb's/sth's sake		B2	phrase
14391	the same		B2	phrase
14392	the same		B2	phrase
14393	the fashion/music/club, etc. scene		B2	phrase
14394	be seated		B2	phrase
14395	the secret		B2	phrase
14396	in secret		B2	phrase
14397	It seems...		B2	phrase
14398	make sense		B2	phrase
14399	set a record		B2	phrase
14400	the seventies/'70s		B2	phrase
14401	shake your head		B2	phrase
14402	a sharp rise/increase/drop, etc.		B2	phrase
14403	in the short term		B2	phrase
14404	why should/shouldn't...?		B2	phrase
14405	place an advertisement/order, etc.		C1	phrase
14406	make a point of doing sth		C1	phrase
14407	the poor		C1	phrase
14408	be populated		C1	phrase
14409	pose a danger/problem/threat, etc.		C1	phrase
14410	do everything in your power to do sth		C1	phrase
14411	good/bad press		C1	phrase
14412	prior to sth		C1	phrase
14413	be a question of		C1	phrase
14414	at random		C1	phrase
14415	the rear		C1	phrase
14416	in reserve		C1	phrase
14417	with all due respect		C1	phrase
14418	return to normal		C1	phrase
14419	the rich		C1	phrase
14420	get rid of sb		C1	phrase
14421	have a/no right to do sth		C1	phrase
14422	room for improvement		C1	phrase
14423	be/lie in ruins		C1	phrase
14424	sad to say		C1	phrase
14425	a safe place; somewhere safe		C1	phrase
14426	in the same way		C1	phrase
14427	save sb (from) doing sth		C1	phrase
14428	wait and see		C1	phrase
14429	you see		C1	phrase
14430	set foot in/on sth		C1	phrase
14431	be all set		C1	phrase
14432	shed tears		C1	phrase
14433	on short notice		C1	phrase
14434	peculiar to sb/sth		C2	phrase
14435	in perspective		C2	phrase
14436	in place		C2	phrase
14437	in place		C2	phrase
14438	out of place		C2	phrase
14439	out of place		C2	phrase
14440	place emphasis/importance, etc. on sth		C2	phrase
14441	fair play		C2	phrase
14442	plunge down/into, etc.		C2	phrase
14443	beside the point		C2	phrase
14444	to the point		C2	phrase
14445	pour into/out/from, etc.		C2	phrase
14446	be at a premium		C2	phrase
14447	a/the prime example		C2	phrase
14448	in/out of print		C2	phrase
14449	a profound effect/impact/influence, etc.		C2	phrase
14450	be prone to sth/doing sth		C2	phrase
14451	accident-/injury-, etc. prone		C2	phrase
14452	in proportion to		C2	phrase
14453	a public announcement/appearance/statement, etc.		C2	phrase
14454	serve a/the purpose		C2	phrase
14455	to all intents and purposes		C2	phrase
14456	be out of the question		C2	phrase
14457	sb/sth in question		C2	phrase
14458	keep (sth) quiet		C2	phrase
14459	reap the benefits/profits/rewards		C2	phrase
14460	it stands to reason		C2	phrase
14461	rest (sth) on/against, etc.		C2	phrase
14462	in retrospect		C2	phrase
14463	be revolted by sth		C2	phrase
14464	in its/his/their, etc. own right		C2	phrase
14465	ripe for sth		C2	phrase
14466	run the risk of sth		C2	phrase
14467	at your own risk		C2	phrase
14468	roll your eyes		C2	phrase
14469	bend/stretch the rules		C2	phrase
14470	be running at sth		C2	phrase
14471	run the risk of sth		C2	phrase
14472	run wild		C2	phrase
14473	run wild		C2	phrase
14474	safe and sound		C2	phrase
14475	a safe bet		C2	phrase
14476	seat 4/12/200, etc.		C2	phrase
14477	see that		C2	phrase
14478	see sense		C2	phrase
14479	see fit		C2	phrase
14480	make sense of sth		C2	phrase
14481	see sense		C2	phrase
14482	set guidelines/standards, etc.		C2	phrase
14483	set fire to sth; set sth on fire		C2	phrase
14484	a shade		C2	phrase
14485	a sharp contrast/difference, etc.		C2	phrase
14486	a sharp bend/turn, etc.		C2	phrase
14487	shed light on		C2	phrase
14488	shelter from/in/under, etc.		C2	phrase
14489	cut sth short or cut short sth		C2	phrase
14490	fall short of sth		C2	phrase
14491	fall short of sth		C2	phrase
14492	stop short of sth/doing sth		C2	phrase
14493	shower sb with sth		C2	phrase
14494	be in the public eye	IDIOM	C1	phrase
14495	a rule of thumb	IDIOM	C1	phrase
14496	in safe hands	IDIOM	C1	phrase
14497	to make a long story short	IDIOM	C1	phrase
14498	pay the price	IDIOM	C2	phrase
14499	keep your eyes peeled (for sb/sth)	IDIOM	C2	phrase
14500	put sb in their place	IDIOM	C2	phrase
14501	fall into place	IDIOM	C2	phrase
14502	play it by ear	IDIOM	C2	phrase
14503	play with fire	IDIOM	C2	phrase
14504	play games	IDIOM	C2	phrase
14505	take the plunge	IDIOM	C2	phrase
14506	a sore point	IDIOM	C2	phrase
14507	at any price	IDIOM	C2	phrase
14508	pay the price	IDIOM	C2	phrase
14509	pull your weight	IDIOM	C2	phrase
14510	pull strings	IDIOM	C2	phrase
14511	rock the boat	IDIOM	C2	phrase
14512	get/start the ball rolling	IDIOM	C2	phrase
14513	make your blood run cold	IDIOM	C2	phrase
14514	in a rut	IDIOM	C2	phrase
14515	be in the same boat	IDIOM	C2	phrase
14516	behind the scenes	IDIOM	C2	phrase
14517	have seen better days	IDIOM	C2	phrase
14518	sell like hotcakes	IDIOM	C2	phrase
14519	set your sights on sth	IDIOM	C2	phrase
14520	I/we understand (that)...		C1	phrase
14521	Take care!		A2	phrase
14522	thank God		B1	phrase
14523	tons of sth		B2	phrase
14524	I trust (that)		C1	phrase
14525	have sth up your sleeve	IDIOM	C2	phrase
14526	make a splash	IDIOM	C2	phrase
14527	know your stuff	IDIOM	C2	phrase
14528	the sound of sth		C2	phrase
14529	stay put		C2	phrase
14530	sick to your stomach		C2	phrase
14531	take care of sb/sth 		B1	phrase
14532	change the subject		B2	phrase
14533	in no uncertain terms		C2	phrase
14534	talk business/politics, etc.		C1	phrase
14535	talk about sth/doing sth		C2	phrase
14536	take sb's word for it		B2	phrase
14537	take it from me		C1	phrase
14538	take issue (with sb/sth)		C1	phrase
14539	make yourself understood		C1	phrase
14540	stand trial		C2	phrase
14541	taste good/bad/sweet, etc.		B1	phrase
14542	take milk/sugar, etc.		B2	phrase
14543	tighten your belt	IDIOM	C2	phrase
14544	take a picture/photo(graph)		A1	phrase
14545	take part		B1	phrase
14546	take it/things easy		B1	phrase
14547	take charge		B2	phrase
14548	take sb's place		B2	phrase
14549	squeeze through/past, etc.		C1	phrase
14550	thread a needle		C2	phrase
14551	thread your way through/between, etc.		C2	phrase
14552	throw sth in/on, etc.		C1	phrase
14553	throw sth around/down/on, etc.		C2	phrase
14554	can't take sth		B2	phrase
14555	take sth/sb seriously		B2	phrase
14556	take pleasure/pride/an interest, etc.		B2	phrase
14557	take your breath away		B2	phrase
14558	be tempted		B2	phrase
14559	ties		C2	phrase
14560	be on good/bad/friendly, etc. terms		C2	phrase
14561	not be on speaking terms		C2	phrase
14562	walking/hockey, etc. stick		B1	phrase
14563	a skeleton crew/staff/service		C1	phrase
14564	a suggestion of/that sth		C2	phrase
14565	Street		A1	phrase
14566	set the table		B1	phrase
14567	no sign of sb/sth		B2	phrase
14568	a stream of sth		B2	phrase
14569	on site		C1	phrase
14570	two-star/three-star, etc.		C1	phrase
14571	step by step		C1	phrase
14572	put a stop to sth		C1	phrase
14573	in store		C1	phrase
14574	out of tune		C1	phrase
14575	in tune		C1	phrase
14576	a downward spiral		C2	phrase
14577	bomb/drug/fraud, etc. squad		C2	phrase
14578	death/firing/hit, etc. squad		C2	phrase
14579	retrace your steps		C2	phrase
14580	a stroke of luck		C2	phrase
14581	follow suit		C2	phrase
14582	the tail end of sth		C2	phrase
14583	target audience/market, etc.		C2	phrase
14584	the throne		C2	phrase
14585	by the same token		C2	phrase
14586	train of thought		C2	phrase
14587	do the trick		C2	phrase
14588	be in tune with sb/sth		C2	phrase
14589	to make a long story short	IDIOM	C1	phrase
14590	a rule of thumb	IDIOM	C1	phrase
14591	send shivers/a shiver down your spine	IDIOM	C2	phrase
14592	have a soft spot for sb/sth	IDIOM	C2	phrase
14593	on the spot	IDIOM	C2	phrase
14594	put sb on the spot	IDIOM	C2	phrase
14595	on the spur of the moment	IDIOM	C2	phrase
14596	a double-edged sword	IDIOM	C2	phrase
14597	bring a lump to your throat	IDIOM	C2	phrase
14598	be the tip of the iceberg	IDIOM	C2	phrase
14599	keep sb on their toes	IDIOM	C2	phrase
14600	grit your teeth	IDIOM	C2	phrase
14601	throw in the towel	IDIOM	C2	phrase
14602	the south		A2	phrase
14603	sb's travels		C1	phrase
14604	a clap of thunder		C2	phrase
14605	let off steam	IDIOM	C2	phrase
14606	safe and sound		C2	phrase
14607	trial and error		C2	phrase
14608	in ... terms/in terms of sth		B2	phrase
14609	a flight of stairs		C2	phrase
14610	come to terms with sth		C2	phrase
14611	take its toll		C2	phrase
14612	know what you are talking about		C1	phrase
14613	sit sb down/at/in, etc.		C2	phrase
14614	sleep on it		C2	phrase
14615	not sleep a wink		C2	phrase
14616	be snowed in		C2	phrase
14617	be snowed under		C2	phrase
14618	take an exam		A2	phrase
14619	take place		B1	phrase
14620	take a break/rest, etc.		B1	phrase
14621	take advantage of sth 		B1	phrase
14622	take account of sth		B2	phrase
14623	take into account sth		B2	phrase
14624	take advantage of sb/sth 		B2	phrase
14625	take control		B2	phrase
14626	take a deep breath		B2	phrase
14627	take sb/sth for granted		B2	phrase
14628	take it for granted		B2	phrase
14629	take the/this opportunity to do sth		B2	phrase
14630	be trapped		B2	phrase
14631	be suited to/for sth		C1	phrase
14632	take effect		C1	phrase
14633	take your time		C1	phrase
14634	take the initiative		C1	phrase
14635	take the liberty of doing sth		C1	phrase
14636	take sth personally		C1	phrase
14637	take care of sth/doing sth		C1	phrase
14638	urge sb to do sth		C1	phrase
14639	stage a concert/show, etc.		C2	phrase
14640	take sth as it comes		C2	phrase
14641	I take it (that)		C2	phrase
14642	not take kindly to sth		C2	phrase
14643	take the law into your own hands		C2	phrase
14644	take its toll		C2	phrase
14645	take a turn for the better/worse		C2	phrase
14646	take shape		C2	phrase
14647	take stock (of sth)		C2	phrase
14648	to top it (all) off		C2	phrase
14649	be topped with sth		C2	phrase
14650	undertake to do sth		C2	phrase
14651	take sth to heart	IDIOM	C2	phrase
14652	take the plunge	IDIOM	C2	phrase
14653	take a dim view of sth	IDIOM	C2	phrase
14654	to start with		B2	phrase
14655	tear sth out of/off/down, etc.		C1	phrase
14656	(be) torn between sth and sth		C2	phrase
14657	throw sb in at the deep end	IDIOM	C2	phrase
14658	throw in the towel	IDIOM	C2	phrase
14659	throw caution to the wind	IDIOM	C2	phrase
14660	a stone's throw	IDIOM	C2	phrase
14661	Sincerely (yours)		B1	phrase
14662	Yours truly,		B1	phrase
14663	Dear Sir 		B2	phrase
14664	stick up for sb/sth 		C1	phrasal verb
14665	keep your mouth shut		B2	phrase
14666	the thing is...		B2	phrase
14667	or so		B1	phrase
14668	sort of		B2	phrase
14669	be up to sth		B1	phrase
14670	can't stand sb/sth		B1	phrase
14671	be sick of sth		B2	phrase
14672	stick together		B2	phrasal verb
14673	to date		B2	phrase
14674	sincere apologies/thanks, etc.		C1	phrase
14675	about/high time		C1	phrase
14676	so much for...		C2	phrase
14677	so far, so good		C2	phrase
14678	be something		C2	phrase
14679	(I'll) tell you what		C2	phrase
14680	tie the knot	IDIOM	C2	phrase
14681	be/feel on top of the world	IDIOM	C2	phrase
14682	turn your nose up at sth	IDIOM	C2	phrase
14683	at the tender age of 8/17/25, etc.		C2	phrase
14684	unusually big/strong/good,etc.		B2	phrase
14685	in no uncertain terms		C2	phrase
14686	be unable to do sth 		B1	phrase
14687	be unfamiliar with sth 		B2	phrase
14688	unsure of yourself		C2	phrase
14689	tired of doing sth		B1	phrase
14690	sparkling water/wine		B1	phrase
14691	throw up (sth) or throw (sth) up		B2	phrasal verb
14692	suffer from sth		B1	phrase
14693	have a temperature		B1	phrase
14694	sit up/stand up straight		B2	phrase
14695	upset stomach		B2	phrase
14696	sick to your stomach		C2	phrase
14697	shut (sb) up		B2	phrasal verb
14698	speak up		B2	phrasal verb
14699	stand for sth	LETTERS	B2	phrasal verb
14700	stand up for sth/sb 		B2	phrasal verb
14701	sum up (sth/sb) or sum (sth/sb) up		B2	phrasal verb
14702	talk sb into sth/doing sth		B2	phrasal verb
14703	talk over sth or talk sth over		B2	phrasal verb
14704	tell off sb or tell sb off		B2	phrasal verb
14705	turn down sb/sth or turn sb/sth down 		B2	phrasal verb
14706	turn to sb/sth 		B2	phrasal verb
14707	slip out	SAY SOMETHING	C2	phrasal verb
14708	see you soon		A1	phrase
14709	and so on		A2	phrase
14710	or something (like that)		A2	phrase
14711	such a(n)		A2	phrase
14712	such as		A2	phrase
14713	I suppose		A2	phrase
14714	tell sb to do sth		A2	phrase
14715	no thanks		A2	phrase
14716	not too		A2	phrase
14717	I suppose (so)		B1	phrase
14718	tell sb how/what/when to do sth		B1	phrase
14719	I can't tell you how ...		B1	phrase
14720	once upon a time		B1	phrase
14721	too bad		B1	phrase
14722	be/get/keep, etc. in touch		B1	phrase
14723	once upon a time		B1	phrase
14724	generally/personally, etc., speaking		B2	phrase
14725	among other things		B2	phrase
14726	it's a good thing		B2	phrase
14727	to my mind		B2	phrase
14728	mother tongue		B2	phrase
14729	lose touch		B2	phrase
14730	speak for sb		C1	phrase
14731	strong language		C1	phrase
14732	all things considered		C1	phrase
14733	too bad		C1	phrase
14734	I told you so		C2	phrase
14735	so to speak		C2	phrase
14736	so to speak		C2	phrase
14737	I told you so		C2	phrase
14738	for one thing		C2	phrase
14739	the next thing I knew		C2	phrase
14740	come to think of it		C2	phrase
14741	pay tribute to sb/sth		C2	phrase
14742	under your breath		C2	phrase
14743	speak volumes	IDIOM	C2	phrase
14744	stand trial		C2	phrase
14745	too small/hard/much, etc.		A1	phrase
14746	three/eight/nine, etc. times		B1	phrase
14747	somewhere around/between, etc.		B2	phrase
14748	not a single thing		B2	phrase
14749	all shapes and sizes		C2	phrase
14750	a touch		C2	phrase
14751	stiff drink		C2	phrase
14752	standard of living		B2	phrase
14753	the universe		B1	phrase
14754	sign up		B1	phrasal verb
14755	start (sth) off or start off(sth)		B1	phrasal verb
14756	take out sb or take sb out		B1	phrasal verb
14757	take out sth or take sth out	REMOVE	B1	phrasal verb
14758	take up sth or take sth up	START	B1	phrasal verb
14759	throw away/out sth or throw sth away/out		B1	phrasal verb
14760	turn down sth or turn sth down 		B1	phrasal verb
14761	slow (sb/sth) down or slow down (sb/sth)		B2	phrasal verb
14762	slow down		B2	phrasal verb
14763	sort out sth or sort sth out	SOLVE PROBLEM	B2	phrasal verb
14764	sort out sth or sort sth out	ORGANIZE	B2	phrasal verb
14765	spread out		B2	phrasal verb
14766	squeeze (sb/sth) in/squeeze (sb/sth) into sth 		B2	phrasal verb
14767	stand back		B2	phrasal verb
14768	stay out		B2	phrasal verb
14769	stick to sth 		B2	phrasal verb
14770	take sb around (sth/swh) 		B2	phrasal verb
14771	take away sth or take sth away	NUMBERS	B2	phrasal verb
14772	take away sth or take sth away	REMOVE	B2	phrasal verb
14773	take down sth or take sth down		B2	phrasal verb
14774	throw out sb or throw sb out		B2	phrasal verb
14775	tie up sb/sth or tie sb/sth up		B2	phrasal verb
14776	try out sth or try sth out		B2	phrasal verb
14777	turn out	GO	B2	phrasal verb
14778	tear up sth or tear sth up		C1	phrasal verb
14779	spin (sb) around		C2	phrasal verb
14780	stay behind		C2	phrasal verb
14781	track down sb/sth or track sb/sth down		C2	phrasal verb
14782	make sure (that)		A2	phrase
14783	get/go to sleep		B1	phrase
14784	step back/forward/over, etc.		B1	phrase
14785	step on/in sth		B1	phrase
14786	go/walk, etc. up to sb/sth		B1	phrase
14787	slam sth down/onto/into, etc. / slam down/onto/into, etc. sth		B2	phrase
14788	slide (sth) across/down/along, etc.		B2	phrase
14789	splash around/through, etc.		B2	phrase
14790	stand (sth) in/against/by, etc. sth		B2	phrase
14791	stick (sth) in/into/through, etc.		B2	phrase
14792	take turns		B2	phrase
14793	stroll along/down/through, etc.		C1	phrase
14794	toss (a coin)		C1	phrase
14795	put sth to one side		C2	phrase
14796	slip sth into/through, etc.		C2	phrase
14797	snap (sth) open/shut/together		C2	phrase
14798	sneak into/out/around, etc.		C2	phrase
14799	sneak sth into/out of/through, etc.		C2	phrase
14800	sneak a look/peek at sb/sth		C2	phrase
14801	sweep along/into/past, etc.		C2	phrase
14802	tip sth into/onto/out of, etc., sth		C2	phrase
14803	toss sth away/into/on, etc.		C2	phrase
14804	(be) in your sixties/60s		B2	phrase
14805	(be) in your thirties/30s		B2	phrase
14806	(be) in your twenties/20s		B2	phrase
14807	take to sb/sth		C1	phrasal verb
14808	stand for sth	ACCEPT	C2	phrasal verb
14809	tire of sth/sb/doing sth 		C2	phrasal verb
14810	feel sorry for		B1	phrase
14811	in tears		B1	phrase
14812	sound angry/happy/rude, etc.		B2	phrase
14813	in good/high/low, etc. spirits		B2	phrase
14814	bored/scared/worried, etc. stiff		B2	phrase
14815	be sure of yourself 		B2	phrase
14816	be sure of sth 		B2	phrase
14817	can tell		B2	phrase
14818	lose your temper		B2	phrase
14819	be under the impression		B2	phrase
14820	sb's strong point		C1	phrase
14821	not stand for sth		C2	phrase
14822	keep your temper		C2	phrase
14823	stand for sth	REPRESENT	B2	phrasal verb
14824	stand by sb		B2	phrasal verb
14825	stand up sb or stand sb up		B2	phrasal verb
14826	take after sb		B2	phrasal verb
14827	stick by sb 		C1	phrasal verb
14828	sleep with sb		C2	phrasal verb
14829	single parent		B1	phrase
14830	not be on speaking terms		C2	phrase
14831	in stock/out of stock		B2	phrase
14832	take off	FLY	A2	phrasal verb
14833	stay over		B2	phrasal verb
14834	the sights		B1	phrase
14835	take off sth or take sth off	NOT WORK	B2	phrasal verb
14836	step down		C2	phrasal verb
14837	spare time		A2	phrase
14838	steady job/work		C2	phrase
14839	the unemployed		C1	phrase
14840	be unclear about sth		B2	phrase
14841	the supernatural		B2	phrase
14842	be situated in/on/by, etc.		B1	phrase
14843	a sleepless night		C1	phrase
14844	strictly forbidden/prohibited		B2	phrase
14845	take off sth or take sth off	REMOVE	A2	phrasal verb
14846	try on sth or try sth on		A2	phrasal verb
14847	turn off sth or turn sth off		A2	phrasal verb
14848	turn on sth or turn sth on		A2	phrasal verb
14849	shut (sth) down or shut down (sth)		B1	phrasal verb
14850	split up		B1	phrasal verb
14851	switch off sth or switch sth off		B1	phrasal verb
14852	switch on sth or switch sth on		B1	phrasal verb
14853	take back sth or take sth back		B1	phrasal verb
14854	take out sth or take sth out	FOOD	B1	phrasal verb
14855	turn (sb/sth) into sb/sth 		B1	phrasal verb
14856	turn up sth or turn sth up		B1	phrasal verb
14857	type in sth or type sth in		B1	phrasal verb
14858	shut (sth) down or shut down (sth)		B2	phrasal verb
14859	soak up sth or soak sth up		B2	phrasal verb
14860	stand out	BE BETTER	B2	phrasal verb
14861	stand out	EASY TO SEE	B2	phrasal verb
14862	stay up		B2	phrasal verb
14863	stick out		B2	phrasal verb
14864	stick with sth/sb 		B2	phrasal verb
14865	stop over		B2	phrasal verb
14866	be taken in		B2	phrasal verb
14867	take off	SUCCEED	B2	phrasal verb
14868	take on sb or take sb on		B2	phrasal verb
14869	take out sth or take sth out	MONEY	B2	phrasal verb
14870	take over (sth) or take (sth) over		B2	phrasal verb
14871	take up sth or take sth up	FILL	B2	phrasal verb
14872	think over sth or think sth over 		B2	phrasal verb
14873	think through sth or think sth through		B2	phrasal verb
14874	turn (sth) back		B2	phrasal verb
14875	turn out	HAPPEN	B2	phrasal verb
14876	turn out	BE DISCOVERED	B2	phrasal verb
14877	turn up (somewhere) 		B2	phrasal verb
14878	stand up to sb/sth 		C1	phrasal verb
14879	start out		C1	phrasal verb
14880	stay away (from sth)		C1	phrasal verb
14881	stay out of sth		C1	phrasal verb
14882	stem from sth		C1	phrasal verb
14883	store up sth	REMEMBER	C1	phrasal verb
14884	take on sth or take sth on		C1	phrasal verb
14885	throw yourself into sth		C1	phrasal verb
14886	sketch sth out		C2	phrasal verb
14887	slip away	DISAPPEAR	C2	phrasal verb
14888	slip away	LEAVE	C2	phrasal verb
14889	slip away	DIE	C2	phrasal verb
14890	slip away	TIME	C2	phrasal verb
14891	slip up		C2	phrasal verb
14892	spring from sth		C2	phrasal verb
14893	spring up		C2	phrasal verb
14894	spy on sb		C2	phrasal verb
14895	squeeze sb/sth in or squeeze in sb/sth		C2	phrasal verb
