	word	quideword	cerf	pos
2210	drag	PULL	B2	verb
2211	drop	STOP ACTIVITY	B2	verb
2212	enable		B2	verb
2213	estimate		B2	verb
2214	examine	LOOK AT	B2	verb
2215	exploit	USE UNFAIRLY	B2	verb
2216	exploit	USE WELL	B2	verb
2217	explore	LOOK INTO	B2	verb
2218	extend		B2	verb
2219	extract		B2	verb
2220	consume	USE RESOURCE	C1	verb
2221	cross	OTHER SIDE	A2	verb
2222	cut	USE KNIFE	A2	verb
2223	decide	CHOOSE	A2	verb
2224	delay	MAKE HAPPEN LATER	A2	verb
2225	end		A2	verb
2226	connect	JOIN	B1	verb
2227	continue	BEGIN AGAIN	B1	verb
2228	date	SPEND TIME TOGETHER	B1	verb
2229	deliver	TAKE	B1	verb
2230	dig	MOVE SOIL	B1	verb
2231	divide	SEPARATE	B1	verb
2232	drop	FALL	B1	verb
2233	explore	LOOK AROUND	B1	verb
2234	face	DIRECTION	B1	verb
2235	fasten	CLOSE/ATTACH	B1	verb
2236	convert	CHANGE 	B2	verb
2237	copy	CHEAT	B2	verb
2238	crack	BREAK	B2	verb
2239	distinguish	RECOGNIZE DIFFERENCES	B2	verb
2240	dominate	HAVE CONTROL	B2	verb
2241	feature	FACE	B2	noun
2242	elegance		C1	noun
2243	cream	FOR SKIN	B1	noun
2244	dream	HOPE	B1	noun
2245	experience	SOMETHING THAT HAPPENS TO YOU	B1	noun
2246	favorite		B1	noun
2247	coward		B2	noun
2248	extrovert		C1	noun
2249	fake	PERSON	C2	noun
2250	fanatic		C2	noun
2251	experience	KNOWLEDGE	B1	noun
2252	comfort	NO PAIN	B2	noun
2253	command	KNOWLEDGE	B2	noun
2254	courage		B2	noun
2255	courtesy		B2	noun
2256	credit	PRAISE	B2	noun
2257	despair		B2	noun
2258	disgrace	LOSS OF RESPECT	B2	noun
2259	enthusiasm		B2	noun
2260	envy	FEELING OF WANTING	B2	noun
2261	faith	TRUST	B2	noun
2262	fame		B2	noun
2263	control	CALM	C1	noun
2264	discipline	SELF CONTROL	C1	noun
2265	distress	UPSET	C1	noun
2266	drive	ENERGY	C1	noun
2267	dignity		C2	noun
2268	diplomacy	PEOPLE	C2	noun
2269	empathy		C2	noun
2270	doubt	NOT CERTAIN	B1	noun
2271	fear	BAD FEELING	B1	noun
2272	concern	WORRY	B2	noun
2273	concern	IMPORTANT THING	B2	noun
2274	cruelty		B2	noun
2275	delight		B2	noun
2276	depth	SERIOUSNESS	B2	noun
2277	desire		B2	noun
2278	emotion		B2	noun
2279	cry	PRODUCE TEARS	A2	verb
2280	enjoy	PLEASURE	A1	verb
2281	control	STAY CALM	B1	verb
2282	disappoint		B1	verb
2283	experience		B1	verb
2284	confuse	NOT THINK CLEARLY	B2	verb
2285	doubt	FEEL UNCERTAIN	B2	verb
2286	draw	ATTRACT	B2	verb
2287	endure		B2	verb
2288	envy		B2	verb
2289	face	ACCEPT	B2	verb
2290	fear	BE WORRIED	B2	verb
2291	fear	BE FRIGHTENED OF	B2	verb
2292	feel	BE AWARE	B2	verb
2293	corrupt		C1	verb
2294	demonstrate	EXPRESS	C2	verb
2295	feel	THINK/HAVE OPINION	B1	verb
2296	council		B2	noun
2297	declaration		C1	noun
2298	coup		C2	noun
2299	delegation		C2	noun
2300	defense	MILITARY	C1	noun
2301	diplomacy	COUNTRIES	C2	noun
2302	democracy		B2	noun
2303	control	RULE	B2	verb
2304	daughter		A1	noun
2305	father		A1	noun
2306	cousin		A2	noun
2307	date	SOCIAL TIME TOGETHER	B1	noun
2308	enemy	PERSON	B1	noun
2309	family	CHILDREN	B1	noun
2310	companion		B2	noun
2311	darling		B2	noun
2312	daughter-in-law		B2	noun
2313	father-in-law		B2	noun
2314	company	OTHER PEOPLE	B2	noun
2315	family	RELATED PEOPLE	A1	noun
2316	culture	SOCIETY	B1	noun
2317	divorce		B1	noun
2318	divorce		B2	verb
2319	doll		A1	noun
2320	department store		A2	noun
2321	contest	COMPETITION	B1	noun
2322	course	SPORTS AREA	B1	noun
2323	court	SPORTS	B1	noun
2324	cup	SPORTS	B1	noun
2325	defeat	LOSING	B1	noun
2326	field	SPORTS	B1	noun
2327	cricket	SPORT	A2	noun
2328	defense	SPORTS	B1	noun
2329	extreme sports		B1	noun
2330	export		B2	noun
2331	dice		C2	noun
2332	exchange	SHOP	B2	verb
2333	eliminate	COMPETITION	C1	verb
2334	DVD		A1	noun
2335	disk	COMPUTER STORAGE	B1	noun
2336	document	ON COMPUTER	B1	noun
2337	download		B1	noun
2338	drive	COMPUTER	B1	noun
2339	control	EQUIPMENT	B2	noun
2340	cursor		B2	noun
2341	database		B2	noun
2342	desktop	COMPUTER SCREEN	B2	noun
2343	desktop	COMPUTER	B2	noun
2344	device	EQUIPMENT	B2	noun
2345	cookie	COMPUTER	C2	noun
2346	dot	INTERNET	B1	noun
2347	data	COMPUTER	B2	noun
2348	display	ON SCREEN	B1	noun
2349	failure	STOP WORKING	B2	noun
2350	crash	COMPUTER	B2	verb
2351	fail	STOP WORKING	B2	verb
2352	equip		B2	verb
2353	display	ON SCREEN	B2	verb
2354	driver's license		A2	noun
2355	exit	ROAD	A2	noun
2356	crash	VEHICLE	B1	noun
2357	cruise		B1	noun
2358	ferry		B1	noun
2359	crossroads		B2	noun
2360	cycle	BICYCLE	B2	noun
2361	deck	SHIP	B2	noun
2362	customs		B1	noun
2363	entry	PLACE	B1	noun
2364	departure		B1	noun
2365	course	ROUTE	C1	noun
2366	diesel		C1	noun
2367	cruise		B2	verb
2368	commute		C1	verb
2369	drop	TAKE	C1	verb
2370	divert	CHANGE ROUTE	C2	verb
2371	company	BUSINESS	A2	noun
2372	day	WORK HOURS	A2	noun
2373	employee		B1	noun
2374	committee		B2	noun
2375	crew	TEAM	B2	noun
2376	deadline		B2	noun
2377	deal	AGREEMENT	B2	noun
2378	counterpart		C1	noun
2379	enterprise	BUSINESS	C1	noun
2380	executive		C1	noun
2381	counselor		C2	noun
2382	developer	LAND	C2	noun
2383	duty	JOB	B2	noun
2384	dismissal	IDEA	C1	noun
2385	disappearance		B2	noun
2386	distraction	FUN	C1	noun
2387	disruption		C1	noun
2388	distraction	NO ATTENTION	C1	noun
2389	disadvantage	MAKING DIFFICULT	B1	noun
2390	discontent		C1	noun
2391	discrimination		C1	noun
2392	disorder	BAD BEHAVIOR	C1	noun
2393	displacement		C1	noun
2394	discomfort	PAIN	C2	noun
2395	discomfort	MENTAL FEELING	C2	noun
2396	disorder	NOT ORGANIZED	C2	noun
2397	discomfort	SITUATION	C1	noun
2398	disappear	NOT SEE	B1	verb
2399	disappear	NOT FIND	B1	verb
2400	disappear	STOP EXISTING	B2	verb
2401	discriminate	TREAT UNFAIRLY	C1	verb
2402	discriminate	NOTICE	C2	verb
2403	dismiss	NOT CONSIDER	C1	verb
2404	displace		C1	verb
2405	distort		C1	verb
2406	discourage	PREVENT	C2	verb
2407	disqualify		C2	verb
2408	disturbance	FIGHTING	C2	noun
2409	dominance		C2	noun
2410	endurance		C2	noun
2411	disturbance	INTERRUPTION	C1	noun
2412	consultant		B2	noun
2413	contestant		C1	noun
2414	consequence	RESULT	B2	noun
2415	difference	DISAGREEMENT	C2	noun
2416	existence		B2	noun
2417	competence		C1	noun
2418	confidence	TRUST	C2	noun
2419	difference	WAY	A2	noun
2420	difference	AMOUNT	B1	noun
2421	eraser		A1	noun
2422	driver		A2	noun
2423	designer		B1	noun
2424	composer		B2	noun
2425	container		B2	noun
2426	counter	SURFACE	B2	noun
2427	dealer		B2	noun
2428	determiner		B2	noun
2429	entertainer		B2	noun
2430	commander		C2	noun
2431	ending	FINAL PART	B1	noun
2432	crossing	TRIP BY WATER	C1	noun
2433	craving		C2	noun
2434	cooking		A2	noun
2435	engineering		B1	noun
2436	drawing		A2	noun
2437	composition	WRITING	B1	noun
2438	direction	WAY	B1	noun
2439	conjunction	GRAMMAR	B2	noun
2440	consideration	IMPORTANT FACT	B2	noun
2441	demonstration	MARCH	B2	noun
2442	explosion	BOMB	B2	noun
2443	expression	LOOK	B2	noun
2444	extension	EXTRA TIME	B2	noun
2445	extension	TELEPHONE	B2	noun
2446	extension	DEVELOPMENT	B2	noun
2447	complication	DIFFICULTY	C1	noun
2448	condition	AGREEMENT	C1	noun
2449	convention	MEETING	C1	noun
2450	equation		C1	noun
2451	explosion	INCREASE	C1	noun
2452	federation		C1	noun
2453	concession		C2	noun
2454	conclusion	END	C2	noun
2455	consultation	MEETING	C2	noun
2456	contradiction		C2	noun
2457	direction	DEVELOPMENT	C2	noun
2458	concentration	THOUGHT	B2	noun
2459	confusion	SITUATION	B2	noun
2460	confusion	THOUGHT	B2	noun
2461	consideration	CAREFUL THOUGHT	B2	noun
2462	construction	BUILDING WORK	B2	noun
2463	destruction		B2	noun
2464	division	PART	B2	noun
2465	evolution	GRADUAL CHANGE	B2	noun
2466	expansion		B2	noun
2467	completion		C1	noun
2468	conservation	NOT WASTE	C1	noun
2469	corruption	BAD BEHAVIOR	C1	noun
2470	corruption	MAKE DISHONEST	C1	noun
2471	cultivation		C1	noun
2472	definition	IMAGE	C1	noun
2473	direction	CONTROL	C1	noun
2474	distribution	SUPPLYING	C1	noun
2475	domination		C1	noun
2476	erosion	PHYSICAL DAMAGE	C1	noun
2477	extinction		C1	noun
2478	composition	PARTS	C2	noun
2479	consideration	KINDNESS	C2	noun
2480	consultation	DISCUSSING	C2	noun
2481	distinction	QUALITY	C2	noun
2482	elimination		C2	noun
2483	erosion	NEGATIVE EFFECT	C2	noun
2484	connection	JOINING THINGS	B1	noun
2485	correction		B1	noun
2486	connection	INVOLVEMENT	B2	noun
2487	creation		B2	noun
2488	decoration		B2	noun
2489	depression	UNHAPPINESS	B2	noun
2490	distinction	DIFFERENCE	B2	noun
2491	donation		B2	noun
2492	exception		B2	noun
2493	convention	CUSTOM	C1	noun
2494	emission		C1	noun
2495	evaluation		C1	noun
2496	exaggeration		C1	noun
2497	exploration		C1	noun
2498	concentration	LARGE AMOUNT	C2	noun
2499	conception		C2	noun
2500	confrontation		C2	noun
2501	conversion		C2	noun
2502	conviction	BELIEF	C2	noun
2503	dentist		A2	noun
2504	economist		B2	noun
2505	environmentalist		C1	noun
2506	facility	SYSTEM	B2	noun
2507	equality		B2	noun
2508	complexity		C2	noun
2509	continuity		C2	noun
2510	credibility		C2	noun
2511	comparative		A2	noun
2512	explosive		C2	noun
2513	department		A2	noun
2514	commitment	ACTIVITY	B2	noun
2515	development	EVENT	B2	noun
2516	development	CHANGE	B1	noun
2517	development	START	C2	noun
2518	darkness		B2	noun
2519	coolness	COLD	C1	noun
2520	effectiveness		C1	noun
2521	fairness		C1	noun
2522	craziness		C2	noun
2523	consciousness	AWARE	C1	noun
2524	doctor		A1	noun
2525	director	MOVIE/PLAY	B1	noun
2526	conductor		B2	noun
2527	editor		B2	noun
2528	emperor		C1	noun
2529	difficulty	PROBLEM	B2	noun
2530	discovery	THING/PERSON	C1	noun
2531	difficulty	NOT EASY	B1	noun
2532	country	POLITICAL UNIT	A1	noun
2533	credit card		A1	noun
2534	dance	MOVING	A1	noun
2535	date	PARTICULAR DAY	A1	noun
2536	day	24 HOURS	A1	noun
2537	e-mail	MESSAGE	A1	noun
2538	end	FINAL PART	A1	noun
2539	example	TYPICAL CASE	A1	noun
2540	factory		A1	noun
2541	contact	PERSON	A2	noun
2542	cook		A2	noun
2543	corner		A2	noun
2544	crowd		A2	noun
2545	deck	CARDS	A2	noun
2546	diary		A2	noun
2547	digital camera		A2	noun
2548	disco		A2	noun
2549	discount		A2	noun
2550	dream	SLEEP	A2	noun
2551	dresser		A2	noun
2552	end	FARTHEST PART	A2	noun
2553	engine		A2	noun
2554	engineer		A2	noun
2555	fact	TRUE THING	A2	noun
2556	fan	PERSON	A2	noun
2557	contract		B1	noun
2558	copy	MADE THE SAME	B1	noun
2559	count noun		B1	noun
2560	cover	BOOK	B1	noun
2561	cover	PROTECTION	B1	noun
2562	crew	SHIP/AIRCRAFT	B1	noun
2563	crop		B1	noun
2564	cross	RELIGION	B1	noun
2565	CV		B1	noun
2566	dance	STEPS	B1	noun
2567	danger	THREAT	B1	noun
2568	date	PLANNED TIME	B1	noun
2569	definite article		B1	noun
2570	deposit	BUYING	B1	noun
2571	design	DECORATION	B1	noun
2572	detail	FACT	B1	noun
2573	detective		B1	noun
2574	disc jockey		B1	noun
2575	disk	RECORDING	B1	noun
2576	DJ		B1	noun
2577	drive	JOURNEY	B1	noun
2578	drugstore		B1	noun
2579	edge	OUTER POINT	B1	noun
2580	elementary school		B1	noun
2581	embassy		B1	noun
2582	essay		B1	noun
2583	event	HAPPENING	B1	noun
2584	event	RACE	B1	noun
2585	expert		B1	noun
2586	fair	 EVENT	B1	noun
2587	fan	MACHINE/OBJECT	B1	noun
2588	fare		B1	noun
2589	favor	HELP	B1	noun
2590	festival	CELEBRATION	B1	noun
2591	concept		B2	noun
2592	control	LAW	B2	noun
2593	copy	SINGLE ONE	B2	noun
2594	county		B2	noun
2595	crash	LOUD NOISE	B2	noun
2596	critic	ARTS	B2	noun
2597	cycle	SERIES OF EVENTS	B2	noun
2598	debit card		B2	noun
2599	decade		B2	noun
2600	dilemma		B2	noun
2601	dimension	ASPECT	B2	noun
2602	diplomat		B2	noun
2603	dive	ENTRY INTO WATER	B2	noun
2604	dive	SWIMMING UNDER WATER	B2	noun
2605	dot	MARK	B2	noun
2606	edge	BLADE	B2	noun
2607	electrician		B2	noun
2608	element	PART	B2	noun
2609	environment	SURROUNDINGS	B2	noun
2610	episode	EVENT	B2	noun
2611	equal		B2	noun
2612	era		B2	noun
2613	estate	LAND	B2	noun
2614	extract		B2	noun
2615	factor		B2	noun
2616	faith	RELIGION	B2	noun
2617	fate	WHAT HAPPENS	B2	noun
2618	fault	BAD QUALITY	B2	noun
2619	feature	PART	B2	noun
2620	female		B2	noun
2621	comfort	PLEASANT THING	C1	noun
2622	command	COMPUTER	C1	noun
2623	commodity		C1	noun
2624	complaint	ANNOYING THING	C1	noun
2625	component	MACHINE	C1	noun
2626	component	FEATURE	C1	noun
2627	convenience	HELPFUL THING	C1	noun
2628	criterion		C1	noun
2629	critic	NOT APPROVE	C1	noun
2630	cut	REDUCTION	C1	noun
2631	cutback		C1	noun
2632	debut		C1	noun
2633	defect		C1	noun
2634	deficit		C1	noun
2635	delegate		C1	noun
2636	deputy		C1	noun
2637	design	DRAWING	C1	noun
2638	destiny	FUTURE	C1	noun
2639	developer	PRODUCTS	C1	noun
2640	directory		C1	noun
2641	divide		C1	noun
2642	dock		C1	noun
2643	domain		C1	noun
2644	draft	COLD AIR	C1	noun
2645	drawback		C1	noun
2646	dump	WASTE	C1	noun
2647	empire	COUNTRIES	C1	noun
2648	empire	BUSINESSES	C1	noun
2649	equivalent		C1	noun
2650	exhibit		C1	noun
2651	exterior		C1	noun
2652	faculty	GROUP	C1	noun
2653	fair	SHOW	C1	noun
2654	comeback		C2	noun
2655	compliment	PRAISE	C2	noun
2656	constraint		C2	noun
2657	contact	EYE	C2	noun
2658	contest	POLITICS	C2	noun
2659	crack	LINE	C2	noun
2660	crackdown		C2	noun
2661	creep	UNPLEASANT	C2	noun
2662	cricket	INSECT	C2	noun
2663	cushion	PROTECTION	C2	noun
2664	descendant		C2	noun
2665	deterrent		C2	noun
2666	drain	FOR WATER	C2	noun
2667	echo	SOUND	C2	noun
2668	embrace		C2	noun
2669	enterprise	PLAN	C2	noun
2670	entity		C2	noun
2671	ethic	 BELIEF	C2	noun
2672	exercise	MILITARY	C2	noun
2673	feat		C2	noun
2674	field	CONTAINING SUBSTANCE	C2	noun
2675	count	NUMBER	C2	verb
2676	dancing		A1	noun
2677	e-mail	SYSTEM	A1	noun
2678	cycling		A2	noun
2679	east	DIRECTION	A2	noun
2680	common sense		B1	noun
2681	cotton		B1	noun
2682	credit	PAYMENT	B1	noun
2683	damage		B1	noun
2684	design	PLANNING	B1	noun
2685	design	PROCESS	B1	noun
2686	dirt		B1	noun
2687	diving		B1	noun
2688	dust		B1	noun
2689	economics		B1	noun
2690	effort	ENERGY	B1	noun
2691	energy	STRENGTH	B1	noun
2692	energy	ELECTRICITY, GAS, ETC.	B1	noun
2693	entrance	RIGHT	B1	noun
2694	entry	JOINING OR TAKING PART	B1	noun
2695	fashion	BUSINESS	B1	noun
2696	commerce		B2	noun
2697	concrete		B2	noun
2698	convenience	BEING EASY	B2	noun
2699	daytime		B2	noun
2700	demand	NEED	B2	noun
2701	ease	NOT DIFFICULT	B2	noun
2702	efficiency		B2	noun
2703	electronics		B2	noun
2704	evidence	PROOF	B2	noun
2705	fact	REAL THINGS	B2	noun
2706	faith	STRONG BELIEF	B2	noun
2707	fate	POWER	B2	noun
2708	consent		C1	noun
2709	contact	TOUCH	C1	noun
2710	cover	FROM WEATHER/ATTACK	C1	noun
2711	crawl	SWIMMING	C1	noun
2712	day care		C1	noun
2713	dedication		C1	noun
2714	destiny	POWER	C1	noun
2715	excess		C1	noun
2716	exposure		C1	noun
2717	comfort	ENOUGH MONEY	C2	noun
2718	comfort	FOR SADNESS	C2	noun
2719	command	CONTROL	C2	noun
2720	counseling		C2	noun
2721	custody	CHILD	C2	noun
2722	decay		C2	noun
2723	dependence		C2	noun
2724	depth	AMOUNT	C2	noun
2725	desperation		C2	noun
2726	discretion		C2	noun
2727	dismay		C2	noun
2728	distress	DANGER	C2	noun
2729	DNA		C2	noun
2730	doom		C2	noun
2731	evidence	LAW	C2	noun
2732	fever	EXCITEMENT	C2	noun
2733	December		A1	noun
2734	evening		A1	noun
2735	February		A1	noun
2736	cost	MONEY	A2	noun
2737	danger	POSSIBILITY OF HARM	A2	noun
2738	day	LIGHT HOURS	A2	noun
2739	delay	LONG WAIT	A2	noun
2740	exercise	PHYSICAL ACTIVITY	A2	noun
2741	fashion	POPULAR STYLE	A2	noun
2742	custom		B1	noun
2743	death	END OF LIFE	B1	noun
2744	decrease		B1	noun
2745	defense	PROTECTION	B1	noun
2746	diet	USUAL FOOD	B1	noun
2747	drama	EXCITEMENT	B1	noun
2748	duty	RIGHT THING TO DO	B1	noun
2749	effect	RESULT	B1	noun
2750	emergency		B1	noun
2751	entry	COMPETITION WORK	B1	noun
2752	comparison		B2	noun
2753	conflict	DISAGREEMENT	B2	noun
2754	context	FACTS	B2	noun
2755	contrast	DIFFERENCE	B2	noun
2756	control	POWER	B2	noun
2757	costume	PARTY/FILM/PLAY	B2	noun
2758	crab		B2	noun
2759	crisis		B2	noun
2760	debate		B2	noun
2761	decline		B2	noun
2762	dialogue	IN BOOK, ETC.	B2	noun
2763	disaster	DAMAGE	B2	noun
2764	disaster	FAILURE	B2	noun
2765	disguise		B2	noun
2766	error		B2	noun
2767	evil		B2	noun
2768	failure	NO SUCCESS	B2	noun
2769	fantasy		B2	noun
2770	context	LANGUAGE	C1	noun
2771	controversy		C1	noun
2772	deduction	AMOUNT	C1	noun
2773	deficiency	FAULT	C1	noun
2774	density		C1	noun
2775	fabric		C1	noun
2776	conscience		C2	noun
2777	deception		C2	noun
2778	deduction	FACT	C2	noun
2779	deficiency	NOT ENOUGH	C2	noun
2780	denial		C2	noun
2781	deprivation		C2	noun
2782	drought		C2	noun
2783	endeavor		C2	noun
2784	famine		C2	noun
2785	contents	THINGS INSIDE	B1	noun
2786	earnings		B2	noun
2787	content	IDEAS	B2	noun
2788	distance	PLACE	B2	noun
2789	crawl	SPEED	C1	noun
2790	downside		C1	noun
2791	drop	DISTANCE	C1	noun
2792	content	AMOUNT	C2	noun
2793	core	IMPORTANT PART	C2	noun
2794	course	DEVELOPMENT	C2	noun
2795	crush	CROWD	C2	noun
2796	field	COMPETITORS	C2	noun
2797	die	STOP LIVING	A1	verb
2798	eat	HAVE MEAL	A1	verb
2799	drink	ALCOHOL	A2	verb
2800	compete	SPORTS	B1	verb
2801	concentrate	THINK CAREFULLY	B1	verb
2802	cough		B1	verb
2803	cycle		B1	verb
2804	dive	ENTER WATER	B1	verb
2805	dive	SWIM UNDER WATER	B1	verb
2806	exist	BE REAL	B1	verb
2807	fall	BECOME LOWER	B1	verb
2808	compete	SUCCESS	B2	verb
2809	cooperate	WORK TOGETHER	B2	verb
2810	correspond	BE SIMILAR	B2	verb
2811	correspond	 WRITE	B2	verb
2812	count	BE IMPORTANT	B2	verb
2813	decline	GET LESS	B2	verb
2814	demonstrate	MARCH	B2	verb
2815	differ		B2	verb
2816	dip	BECOME LOWER	B2	verb
2817	emerge	APPEAR	B2	verb
2818	fail	NOT SUCCEED	B2	verb
2819	comply		C1	verb
2820	daydream		C1	verb
2821	deteriorate		C1	verb
2822	emerge	BECOME KNOWN	C1	verb
2823	exist	LIVE	C1	verb
2824	feed	EAT FOOD	C1	verb
2825	consent		C2	verb
2826	contrast	DIFFERENCE	C2	verb
2827	count	BE ACCEPTED	C2	verb
2828	crawl	INSECT	C2	verb
2829	develop	HAPPEN	C2	verb
2830	drag	TIME	C2	verb
2831	drain	FLOW AWAY	C2	verb
2832	drift	SITUATION	C2	verb
2833	echo	SOUND	C2	verb
2834	experiment	DO TESTS	C2	verb
2835	expire		C2	verb
2836	fall	BE DEFEATED	C2	verb
2837	fall	BECOME WORSE	C2	verb
2838	fall	HANG DOWN	C2	verb
2839	complete	WRITE	A2	verb
2840	contact		A2	verb
2841	cost	MONEY	A2	verb
2842	e-mail		A2	verb
2843	contain	INSIDE	B1	verb
2844	cover	LAYER	B1	verb
2845	cover	DEAL WITH	B1	verb
2846	declare	STATE VALUE/AMOUNT	B1	verb
2847	defeat	WIN	B1	verb
2848	delay	CAUSE LATENESS	B1	verb
2849	delete		B1	verb
2850	deserve		B1	verb
2851	direct	ROUTE	B1	verb
2852	display	ARRANGE	B1	verb
2853	drag	COMPUTER	B1	verb
2854	employ	JOB	B1	verb
2855	enter	INFORMATION	B1	verb
2856	expect	THINK	B1	verb
2857	fax		B1	verb
2858	feed	GIVE FOOD	B1	verb
2859	commit	DO	B2	verb
2860	concern	INVOLVE	B2	verb
2861	concern	BE ABOUT	B2	verb
2862	confuse	THINK ONE IS ANOTHER	B2	verb
2863	congratulate		B2	verb
2864	contain	PART	B2	verb
2865	cost	LOSE	B2	verb
2866	cover	DISTANCE	B2	verb
2867	cover	AREA	B2	verb
2868	cut	FILM/WRITING	B2	verb
2869	deceive		B2	verb
2870	declare	EXPRESS	B2	verb
2871	defeat	CAUSE TO FAIL	B2	verb
2872	demand	NEED	B2	verb
2873	demonstrate	PROVE	B2	verb
2874	disguise	DIFFERENT APPEARANCE	B2	verb
2875	distinguish	SHOW DIFFERENCES	B2	verb
2876	divide	PLACE	B2	verb
2877	edit		B2	verb
2878	educate	GIVE INFORMATION	B2	verb
2879	enclose	SEND	B2	verb
2880	encounter		B2	verb
2881	expect	BEHAVE	B2	verb
2882	face	PROBLEM	B2	verb
2883	compile		C1	verb
2884	complicate		C1	verb
2885	compliment		C1	verb
2886	concern	WORRY	C1	verb
2887	conclude	DECIDE	C1	verb
2888	consider	FACTS	C1	verb
2889	constitute		C1	verb
2890	consult	GET INFORMATION	C1	verb
2891	consult	DISCUSS	C1	verb
2892	convey		C1	verb
2893	cover	REPORT	C1	verb
2894	cultivate	GROW	C1	verb
2895	cure	PROBLEM	C1	verb
2896	demonstrate	SHOW HOW	C1	verb
2897	detect		C1	verb
2898	determine	FIND	C1	verb
2899	determine	DECIDE	C1	verb
2900	digest	INFORMATION	C1	verb
2901	direct	ORGANIZE	C1	verb
2902	distribute	SUPPLY	C1	verb
2903	divide	NUMBERS	C1	verb
2904	doubt	NOT BELIEVE	C1	verb
2905	draft		C1	verb
2906	dump	GET RID OF	C1	verb
2907	eliminate	GET RID OF	C1	verb
2908	enclose	BE ALL AROUND	C1	verb
2909	enforce		C1	verb
2910	enrich		C1	verb
2911	envision		C1	verb
2912	exceed	BE MORE	C1	verb
2913	exclude	KEEP OUT	C1	verb
2914	exclude	NOT INCLUDE	C1	verb
2915	exhaust		C1	verb
2916	fascinate		C1	verb
2917	feed	SUPPLY	C1	verb
2918	comfort		C2	verb
2919	commemorate		C2	verb
2920	commit	DECISION	C2	verb
2921	conceal		C2	verb
2922	conceive	IDEA	C2	verb
2923	confine		C2	verb
2924	confront	ACCUSE	C2	verb
2925	confront	DEAL WITH	C2	verb
2926	connect	INVOLVE	C2	verb
2927	constrain		C2	verb
2928	contain	EMOTION	C2	verb
2929	contemplate		C2	verb
2930	contradict	DIFFERENT	C2	verb
2931	contrast	COMPARE	C2	verb
2932	count	CONSIDER	C2	verb
2933	count	INCLUDE	C2	verb
2934	crave		C2	verb
2935	crush		C2	verb
2936	cultivate	DEVELOP	C2	verb
2937	curb		C2	verb
2938	dazzle	EXTREMELY GOOD	C2	verb
2939	dazzle	LIGHT	C2	verb
2940	decide	RESULT	C2	verb
2941	deduce		C2	verb
2942	defy		C2	verb
2943	depict		C2	verb
2944	devise		C2	verb
2945	differentiate	MAKE DIFFERENT	C2	verb
2946	disguise	HIDE	C2	verb
2947	display	FEELING	C2	verb
2948	dispute		C2	verb
2949	disturb	UPSET	C2	verb
2950	drain	REMOVE LIQUID	C2	verb
2951	drain	MAKE TIRED	C2	verb
2952	dread		C2	verb
2953	drive	MAKE WORK	C2	verb
2954	earn	DESERVE	C2	verb
2955	echo	REPEAT	C2	verb
2956	embarrass		C2	verb
2957	embody		C2	verb
2958	emit		C2	verb
2959	equate		C2	verb
2960	escape	NOT NOTICE	C2	verb
2961	escape	FORGET	C2	verb
2962	execute	KILL	C2	verb
2963	execute	DO	C2	verb
2964	fake	COPY	C2	verb
2965	fake	PRETEND	C2	verb
2966	cook		A1	verb
2967	dance		A1	verb
2968	draw	PICTURE	A1	verb
2969	drink	LIQUID	A1	verb
2970	drive	USE VEHICLE	A1	verb
2971	eat	SWALLOW FOOD	A1	verb
2972	feel	EXPERIENCE	A1	verb
2973	download		A2	verb
2974	dream	SLEEP	A2	verb
2975	dress	PUT ON CLOTHES	A2	verb
2976	dry		A2	verb
2977	earn	RECEIVE	A2	verb
2978	enter	PLACE	A2	verb
2979	compare	EXAMINE DIFFERENCES	B1	verb
2980	consider	THINK CAREFULLY	B1	verb
2981	continue	NEVER STOP	B1	verb
2982	crash	VEHICLE	B1	verb
2983	decrease		B1	verb
2984	develop	CHANGE	B1	verb
2985	dial		B1	verb
2986	direct	FILM/PLAY	B1	verb
2987	dream	IMAGINE	B1	verb
2988	enter	COMPETITION	B1	verb
2989	entertain		B1	verb
2990	exercise	PHYSICAL ACTIVITY	B1	verb
2991	exit		B1	verb
2992	explode		B1	verb
2993	contribute	GIVE	B2	verb
2994	cool		B2	verb
2995	decay		B2	verb
2996	donate	GIVE MONEY	B2	verb
2997	double		B2	verb
2998	escape	AVOID	B2	verb
2999	expand		B2	verb
3000	export		B2	verb
3001	fade		B2	verb
3002	feature		B2	verb
3003	feel	TOUCH	B2	verb
3004	conquer		C1	verb
3005	contradict	SAY SOMEONE IS WRONG	C1	verb
3006	contribute	WRITE	C1	verb
3007	deepen	KNOWLEDGE	C1	verb
3008	deliver	ACHIEVE	C1	verb
3009	differentiate	SEE DIFFERENCE	C1	verb
3010	diminish		C1	verb
3011	dominate	BE IMPORTANT	C1	verb
3012	donate	BLOOD/ORGANS	C1	verb
3013	exaggerate		C1	verb
3014	compensate	MAKE BETTER	C2	verb
3015	conceive	IMAGINE	C2	verb
3016	contract	AGREEMENT	C2	verb
3017	convert	RELIGION	C2	verb
3018	cross	LINE/BORDER	C2	verb
3019	crumble		C2	verb
3020	debate		C2	verb
3021	deepen	WORSE/STRONGER	C2	verb
3022	delegate		C2	verb
3023	dim		C2	verb
3024	dissolve	BECOME LIQUID	C2	verb
3025	drain	REDUCE	C2	verb
3026	devil	EVIL BEING	B2	noun
3027	fantastic		A2	adjective
3028	cool	GOOD	A2	adjective
